匯入序號,捕捉日期時間,表格類別,資料頁碼,繫放員,捕捉代碼,環號,第1色環,第2色環,第3色環,物種名,年齡,年齡依據一,年齡依據二,性別,性別依據一,性別依據二,頭骨,泄殖腔,孵卵斑,脂肪量,體換羽,飛羽換羽,飛羽磨損,幼鳥羽衣,初級覆羽世代,次級覆羽世代,初級飛羽世代,次級飛羽世代,三級飛羽世代,尾羽世代,體羽世代,非羽區世代,自然翼長,最大翼長,尾長,體重,繫放狀態,網號,留置狀況,嘴長測量方法,嘴長,全頭長,跗蹠長,虹膜色,換羽模式P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,抽血數,恥骨寬,活動分類,註記,F62,繫放站,問題修正
20170846,2017/4/16,新鳥,3,許惠吟,N,K38438,DG,O,W,褐頭鷦鶯,1,S,,U,,,6,0,1,0,0,N,4,0,,,,,,,,,45.5,46,52,8.1,1,1,,3,13,28.3,20.3,39,,,,,,,,,,,,,M,,,大埔溪,
20170847,2017/4/16,新鳥,3,陳秋美,N,K38439,DG,O,LB,褐頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,42,43,58,7.5,1,5,,3,11,29.3,21.6,26,,,,,,,,,,,,,M,,,大埔溪,換羽模式為次要檢視
20170840,2017/4/16,新鳥,3,胡登雄,N,K38440,DG,B,R,褐頭鷦鶯,1,S,,U,,,6,0,0,1,0,N,3,0,,,,,,,,,49,50,60,7.5,1,1,,3,13.7,28.5,21.6,39,,,,,,,,,,,,,M,,,大埔溪,
,2019/12/1,回收,5,周俞君,R,K38479,DG,R,LG,褐頭鷦鶯,0,,,U,,,6,0,0,0,1,N,1,0,,,,,,,,,46,47,74.5,7.7,1,2,,3,13.5,28.5,20.9,39,,,,,,,,,,,,,T,,,大埔溪,
,2019/11/8,回收,1,陳嘉宏,R,K38479,DG,R,LG,褐頭鷦鶯,0,,,U,,,6,0,0,0,3,N,1,0,,,,,,,,,48,49,,8,1,2,,3,13,27.9,21.1,123A,,,,,,,,,,,,,T,尾羽換羽,,大埔溪,
,2019/11/3,回收,5,呂佳家,R,K38479,DG,R,LG,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,T,當日回收,,湖本合作社,
,2019/11/3,回收,5,蘇美如,R,K38479,DG,R,LG,褐頭鷦鶯,1,B,S,F,B,I,6,0,5,0,4,S,1,0,,,,,,,,,,,,8,1,2,,3,13.5,28.4,21.1,240,5,5,5,5,5,5,4,4,3,1,,,T,飛羽尾羽換羽中,,湖本合作社,
,2019/2/17,回收,1,林仁勇,R,K38479,DG,R,LG,褐頭鷦鶯,1,S,,F,I,,6,0,0,2,0,N,1,0,,,,,,,,,47,49,76.5,8,1,1,,3,12.4,28.4,21.2,38,,,,,,,,,,,,,O,合作社,,湖本合作社,
2016T235,2016/12/11,新鳥用,1,林仁勇,N,K38835,,,,褐頭鷦鶯,0,,,U,,,6,0,0,1,0,N,1,0,,,,,,,,,49,50,78,7.5,3,9,,3,13,27,20.9,39,,,,,,,,,,,,,T,,,大埔溪,
2017W088,2017/2/26,回收,1,柯伶樺,R,K38835,DG,O,B,褐頭鷦鶯,1,S,,U,,,6,0,0,1,0,N,1,0,,,,,,,,,48,50,74,7,1,1,,3,11.5,28,20.3,39,,,,,,,,,,,,,O,補色環,,合作社,
2016T244,2016/12/11,新鳥用,1,張安瑜,N,K38837,,,,褐頭鷦鶯,0,,,U,,,6,0,0,1,0,N,2,0,,,,,,,,,45,47.5,73,7.5,3,5,,3,19,33,23,123B,,,,,,,,,,,,,T,,,大埔溪,
2017W089,2017/2/26,回收,1,林穆明,R,K38837,DG,Y,W,褐頭鷦鶯,1,S,,F,I,,6,0,1,1,3,N,2,0,,,,,,,,,45.5,47,73,7.8,1,3,,3,13.4,28.2,20.7,123A,,,,,,,,,,,,,O,補色環,,合作社,
2016T245,2016/12/11,新鳥用,1,蔡繼鋒,N,K38838,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,2,0,,,,,,,,,50,52,71,8.3,3,9,,3,13.6,29.1,21,123A,,,,,,,,,,,,,T,M? 嘴基略偏銀白色,,大埔溪,
2017W090,2017/2/26,回收,1,林瑞興,R,K38838,DG,M,O,褐頭鷦鶯,1,S,,M,I,,6,0,0,2,1,N,3,0,,,,,,,,,48.5,49.5,72,8.2,1,3,,3,14,29.4,21.5,,,,,,,,,,,,,,O,補色環,,合作社,
2017W081,2017/2/26,新鳥,1,梅允文,N,K38846,DG,M,Y,褐頭鷦鶯,1,S,,U,,,6,0,0,2,1,N,2,0,,,,,,,,,46,47.5,62,7.6,1,4,,3,13.8,28.2,21.7,,,,,,,,,,,,,,O,頭部換羽，下嘴偏黑，不過眼，判M?,,合作社,
,2019/3/12,回收,3,蘇美如,R,K38877,DG,B,B,褐頭鷦鶯,1,S,,U,,,6,0,0,2,1,N,3,0,,,,,,,,,47.5,49,73,8.9,1,1,,3,14.4,28.9,22.3,123A,,,,,,,,,,,1,,O,頭背換羽，疑似公鳥。腹部中間無毛。,,湖本合作社,
20160894,2016/4/16,新鳥用,9,林瑞興,N,K38901,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,2,4,N,3,0,,,,,,,,,45,46,,7.9,3,1,,,,,,,,,,,,,,,,,,,M,,,關渡,
20160909,2016/4/16,新鳥用,10,林穆明,N,K38904,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,4,4,N,1,0,,,,,,,,,44,45,53.5,8,3,2,,3,13,27.8,20.6,,,,,,,,,,,,,,M,,,關渡,
20160924,2016/4/16,回收,3,林瑞興,R,K38904,,,,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
20160953,2016/5/15,新鳥用,12,蘇美如,N,K38924,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,1,1,N,3,0,,,,,,,,,43.5,45,51,7.5,3,4,,3,14,27.8,21.3,123A,,,,,,,,,,,,,M,頭頂喚羽，尾羽測量中央尾羽,,關渡,
20160999,2016/6/26,新鳥用,13,林佩蓉,N,K38939,,,,褐頭鷦鶯,1,S,,,,,6,0,0,2,2,N,2,0,,,,,,,,,46.5,47.5,57,8.5,3,7,,3,14,27.5,20.6,,,,,,,,,,,,,,M,忘記盼性別,,關渡,
20170980,2017/3/19,回收,4,林佩蓉,R,K38939,Y,O,M,褐頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,1,0,,,,,,,,,48,49,73,8.5,1,7,,3,13.4,27.9,21.3,,,,,,,,,,,,,,M,,,關渡,
20161005,2016/6/26,新鳥用,14,張靖,N,K38943,,,,褐頭鷦鶯,2,S,,U,,,1,0,0,1,0,N,1,1,,,,,,,,,44.5,45,56,7.5,3,1,,3,11.4,26.7,21.2,24,,,,,,,,,,,,,M,,,關渡,
20161007,2016/6/26,回收,6,林佩蓉,R,K38943,,,,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
20161021,2016/7/31,新鳥用,14,蘇美如,N,K38945,,,,褐頭鷦鶯,2,S,,U,,,2,0,0,0,3,N,1,1,,,,,,,,,41,43,54,,3,2,,,,,,,,,,,,,,,,,,,M,,,關渡,
20161103,2016/8/21,回收,8,林幸愉,R,K38945,,,,褐頭鷦鶯,1,S,,U,,,3,0,0,1,1,N,3,1,,,,,,,,,42,43,53,7,3,4,,3,12.4,28,21.1,,,,,,,,,,,,,,M,,,關渡,
2017W235,2017/12/17,回收,4,林冠伶,R,K38945,,,,褐頭鷦鶯,1,S,,U,,,5,0,0,2,0,N,2,9,,,,,,,,,44,45,69,7,3,7,,,,,,,,,,,,,,,,,,,O,中途逃逸,,關渡(冬),
20161022,2016/7/31,新鳥用,14,蘇美如,N,K38946,,,,褐頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,3,3,,,,,,,,,40,42,52,,3,2,,,,,,,,,,,,,,,,,,,M,,,關渡,
20161023,2016/7/31,新鳥用,14,蘇美如,N,K38947,,,,褐頭鷦鶯,2,S,,U,,,1,0,0,2,1,N,1,3,,,,,,,,,44,45,55,,3,2,,,,,,,,,,,,,,,,,,,M,,,關渡,
20161030,2016/7/31,新鳥用,14,蘇美如,N,K38948,,,,褐頭鷦鶯,2,S,,U,,,1,0,0,1,0,N,3,3,,,,,,,,,40,41,49,7,3,2,,,,,,,,,,,,,,,,,,,M,,,關渡,
20161033,2016/7/31,新鳥用,14,蘇美如,N,K38951,,,,褐頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,3,3,,,,,,,,,39,41,52,6.5,3,3,,,,,,,,,,,,,,,,,,,M,,,關渡,
20161067,2016/7/31,回收,7,林佩蓉,R,K38951,,,,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,物種名綠繡眼更改為褐頭鷦鶯
20161038,2016/7/31,新鳥用,15,柯佳雯,N,K38956,,,,褐頭鷦鶯,2,S,,U,,,3,,,0,0,N,1,0,,,,,,,,,41.5,43.5,51,7,3,2,,3,13.2,28.5,20.8,,,,,,,,,,,,,,M,,,關渡,
20161046,2016/7/31,新鳥用,15,林佩蓉,N,K38958,,,,褐頭鷦鶯,1,S,,F,I,,6,0,5,1,1,N,2,0,,,,,,,,,43,45,57,7.5,3,3,,,,,,,,,,,,,,,,,,,M,,,關渡,
20161058,2016/7/31,新鳥用,16,方紫珣,N,K38965,,,,褐頭鷦鶯,1,S,,U,,,1,0,0,0,2,N,1,2,,,,,,,,,44,45,,7.2,3,1,,,,,,,,,,,,,,,,,,,M,中央尾羽換羽，SS8換羽對稱，頭頂喚羽,,關渡,
20161060,2016/7/31,新鳥用,16,林瑞興,N,K38967,,,,褐頭鷦鶯,1,S,,U,,,3,0,0,1,1,N,1,9,,,,,,,,,39.5,42,49,6.6,3,7,,3,12.9,31.2,19.8,,,,,,,,,,,,,,M,,,關渡,
20161062,2016/7/31,新鳥用,16,林佩蓉,N,K38968,,,,褐頭鷦鶯,1,S,,U,,,1,0,0,1,1,N,1,2,,,,,,,,,45,46,55.5,7,3,4,,3,13,27.5,21,,,,,,,,,,,,,,M,,,關渡,
20161064,2016/7/31,新鳥用,16,姚牧君,N,K38969,,,,褐頭鷦鶯,2,S,,U,,,2,0,0,2,1,N,2,2,,,,,,,,,42,44,54,7.5,3,1,,3,12.4,28.1,21.2,,,,,,,,,,,,,,M,,,關渡,
20161065,2016/7/31,新鳥用,16,方紫珣,N,K38970,,,,褐頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,3,,,,,,,,,45,46,55,7.5,3,1,,3,13.6,28.3,22.7,123A,,,,,,,,,,,,,M,,,關渡,
20161082,2016/8/21,新鳥用,17,林佩蓉,N,K38973,,,,褐頭鷦鶯,2,S,,U,,,1,0,0,1,1,N,1,2,,,,,,,,,41,43,,7,3,4,,,,,,,,,,,,,,,,,,,M,中央尾羽換羽,,關渡,
20161085,2016/8/21,新鳥用,17,梅允文,N,K38976,,,,褐頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,1,3,,,,,,,,,41,43,55,6,3,1,,,,,,,,,,,,,,,,,,,M,,,關渡,
20161087,2016/8/21,新鳥用,17,梅允文,N,K38978,,,,褐頭鷦鶯,2,S,,U,,,2,0,0,2,0,N,1,3,,,,,,,,,44,45.5,56,7.5,3,1,,,,,,,,,,,,,,,,,,,M,,,關渡,
20161092,2016/8/21,新鳥用,17,姚牧君,N,K38981,,,,褐頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,2,3,,,,,,,,,46.5,47,,5,3,2,,,,,,,,,,,,,,,,,,,M,中央尾羽脫落,,關渡,
20161099,2016/8/21,新鳥用,18,柯佳雯,N,K38986,,,,褐頭鷦鶯,2,S,,U,,,3,0,0,1,1,N,3,2,,,,,,,,,44.5,46,56.5,7.8,3,1,,3,13.2,28.3,20.5,,,,,,,,,,,,,,M,,,關渡,
20161101,2016/8/21,新鳥用,18,梅允文,N,K38988,,,,褐頭鷦鶯,2,S,,U,,,2,0,0,0,1,N,2,2,,,,,,,,,41.5,43.5,51,7.3,3,2,,3,13.4,29.2,21.1,,,,,,,,,,,,,,M,,,關渡,
20161104,2016/8/21,新鳥用,18,姚牧君,N,K38989,,,,褐頭鷦鶯,2,S,,U,,,2,0,0,1,1,N,2,2,,,,,,,,,40.5,41,52,7,3,7,,3,13.2,27.8,20.7,,,,,,,,,,,,,,M,,,關渡,
20161108,2016/8/21,新鳥用,18,林佩蓉,N,K38991,,,,褐頭鷦鶯,2,S,,U,,,1,0,0,1,1,N,0,2,,,,,,,,,43,44,51,7,3,1,,3,13.8,27.8,22.1,,,,,,,,,,,,,,M,,,關渡,
2017W012,2017/1/22,新鳥,1,沈妤蓮,N,K42463,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,4,0,N,1,0,,,,,,,,,46,47,,,3,1,,,,,,,,,,,,,,,,,,,O,,,關渡(冬),
2017W043,2017/2/19,新鳥,3,林穆明,N,K42477,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,2,0,N,2,0,,,,,,,,,46.5,48,70,8.5,3,2,,3,12,23,21.3,,,,,,,,,,,,,,O,,,關渡(冬),
2017W062,2017/9/17,回收,1,黃翠玲,R,K42477,Y,O,Y,褐頭鷦鶯,1,S,,F,I,,6,0,5,0,3,S,1,0,,,,,,,,,48,49.5,,8.5,1,1,,3,13.4,28.6,20.5,,5,5,4,3,1,0,0,0,0,0,,9.3,O,尾羽換羽中 其他：嘴厚2.90,,關渡(冬),
2017W044,2017/2/19,新鳥,3,沈妤蓮,N,K42479,,,,褐頭鷦鶯,1,S,,M,I,,6,0,0,1,1,N,0,0,,,,,,,,,48.5,49,69,8,3,3,,3,13.4,28.8,20.7,,,,,,,,,,,,,,O,,,關渡(冬),
2017W048,2017/2/19,新鳥,3,林冠伶,N,K42481,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,2,N,1,0,,,,,,,,,48,50,,10,3,1,,3,11.6,21.3,21.6,,,,,,,,,,,,,,O,其他：尾羽脫落，不測量。,,關渡(冬),
20170978,2017/3/19,回收,3,周暉堡,R,K42483,Y,M,R,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,1,0,,,,,,,,,46,48,68,8,1,12,,,,,,,,,,,,,,,,,,,M,,,關渡,
2017W051,2017/2/19,新鳥,3,周暉堡,N,K42483,,,,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,1,N,2,0,,,,,,,,,46,47,68,8.5,3,1,,3,12.9,29.1,21.1,,,,,,,,,,,,,,O,,,關渡(冬),
2017W054,2017/2/19,新鳥,3,張智偉,N,K42485,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,0,0,N,1,9,,,,,,,,,44.5,45,57,8.5,3,4,,3,13.1,27.5,19.5,,,,,,,,,,,,,,O,,,關渡(冬),
2017W058,2017/2/19,新鳥,4,林穆明,N,K42487,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,3,1,N,1,0,,,,,,,,,44.5,46,66.5,7.5,3,1,,3,13,27.9,21.1,,,,,,,,,,,,,,O,,,關渡(冬),
20170996,2017/4/30,新鳥,5,林冠伶,N,K42506,Y,R,R,褐頭鷦鶯,1,S,,F,I,,6,1,1,2,0,N,2,0,,,,,,,,,45,46,66,9,1,8,,3,10.8,27.8,20.9,,,,,,,,,,,,,,M,,,關渡,
2017W063,2017/9/17,回收,1,馮孟婕,R,K42506,Y,R,R,褐頭鷦鶯,1,S,,F,I,,6,0,4,0,2,S,4,0,,,,,,,,,42,44,51,7.5,1,1,,3,12.9,28,20.9,,5,5,5,2,0,0,0,0,0,0,,8.8,O,其他：嘴厚2.87,,關渡(冬),
20171025,2017/4/30,新鳥,7,葉玲瑤,N,K42519,Y,R,Y,褐頭鷦鶯,1,S,,F,I,,6,1,1,1,0,N,1,0,,,,,,,,,44,45,49,8,1,3,,3,11.3,27,21.1,,,,,,,,,,,,,,M,,,關渡,
20171059,2017/6/11,新鳥,8,林冠伶,N,K42532,Y,R,O,褐頭鷦鶯,2,S,,U,,,1,0,0,1,0,N,1,9,,,,,,,,,40,41,54,7,1,7,,3,13,27.8,18.7,,,,,,,,,,,,,,M,,,關渡,
20171072,2017/6/11,新鳥,9,葉玲瑤,N,K42541,Y,O,R,褐頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,3,,,,,,,,,45,46,59,7.5,1,7,,3,12,26.3,20.9,,,,,,,,,,,,,,M,,,關渡,
20171098,2017/7/9,新鳥,10,王李廉,N,K42550,Y,R,M,褐頭鷦鶯,2,S,,U,,,1,0,0,0,1,N,1,9,,,,,,,,,41,42,,6.5,1,6,,3,11.8,28.2,20.5,,,,,,,,,,,,,,,其他：尾羽脫落，不測量。,,關渡,環號K52550已更改為K42550
20171102,2017/7/9,新鳥,10,林冠伶,N,K42553,Y,R,Dp,褐頭鷦鶯,2,S,,U,,,1,0,0,1,1,N,2,9,,,,,,,,,43,45,61,7.5,1,5,,3,15,27.8,20.5,,,,,,,,,,,,,,,,,關渡,
20171157,2017/8/6,新鳥,12,張智偉,N,K42571,Y,Y,O,褐頭鷦鶯,2,S,,U,,,2,0,0,0,1,N,2,9,,,,,,,,,47,49,,7,1,3,,,,,,,,,,,,,,,,,,,,其他：尾羽換羽，不測量。/短時間內大量上網，不做次要測量。,,關渡,
20171166,2017/8/6,新鳥,13,張智偉,N,K42579,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,1,N,2,9,,,,,,,,,46,47,,8.5,3,8,,3,14.3,29.2,21.6,,,,,,,,,,,,,,,其他：尾羽換羽，不測量。,,關渡,
20171167,2017/8/6,新鳥,13,柯佳雯,N,K42580,,,,褐頭鷦鶯,2,S,,U,,,2,0,0,0,3,N,2,9,,,,,,,,,44,45,56.5,7.5,3,4,,3,13,28.2,20.6,,,,,,,,,,,,,,,其他：體長11.8cm，體色淡，背羽無黑褐色。,,關渡,
20171194,2017/8/20,新鳥,14,林冠伶,N,K42591,Y,W,Y,褐頭鷦鶯,2,S,,U,,,3,0,0,1,0,N,0,9,,,,,,,,,45,46,50,7,1,8,,3,16.7,26.6,19.6,,,,,,,,,,,,,,,,,關渡,
20180006,2018/3/11,新鳥,1,林穆明,N,K42687,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,0,A,4,0,,,,,,,,,48.5,49.5,,,3,7,,,,,,,0,0,0,0,0,0,3,3,0,0,,,M,中途逃逸。尾羽磨損不量。左翅換羽模式P1-P10=0,,關渡,
20180028,2018/4/1,新鳥,1,林冠伶,N,K42688,Y,DG,R,褐頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,3,0,,,,,,,,,46,48,75,8.5,1,7,,3,16.2,28.4,23.3,,,,,,,,,,,,,,M,疑似母的?,,關渡,
20180081,2018/5/13,回收,4,沈妤蓮,R,K42688,Y,DG,R,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,1,0,,,,,,,,,46,47,,8,1,8,,3,13.4,28.8,22.4,,,,,,,,,,,,,,M,尾羽換羽中,,關渡,環號A42688更改為K42688
20180134,2018/6/10,回收,5,蘇志盛,R,K42688,Y,DG,R,褐頭鷦鶯,1,S,,U,,,6,0,0,1,2,A,4,0,,,,,,,,,46,48,,8.9,1,6,,3,14.1,28.8,21.9,,,,,,,,,,,,,,M,左翅換羽模式P1~8=0，P9=0；右翅P1~9=0 尾羽換羽中不量,,關渡,性別F依據I更改為U
,2019/4/14,回收,3,林冠伶,R,K42688,Y,DG,R,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,3,0,,,,,,,,,44,45,74,8,1,8,,3,15,27,21.8,123,,,,,,,,,,,,,M,,,關渡,
20180030,2018/4/1,新鳥,1,林冠伶,N,K42690,Y,DG,Y,褐頭鷦鶯,1,S,,F,I,,6,0,0,0,1,N,2,0,,,,,,,,,47,48,79,8,1,7,,3,15.1,27.8,22.6,,,,,,,,,,,,,,M,,,關渡,
20180035,2018/4/1,新鳥,1,葉玲瑤,N,K42693,Y,DG,O,褐頭鷦鶯,1,S,,F,I,,6,0,2,1,2,N,1,0,,,,,,,,,44,45,,8,1,4,,3,11.5,28.1,20.8,,,,,,,,,,,,,,M,尾羽換羽中,,關渡,
,2019/3/12,回收,3,陳嘉宏,R,K42794,DG,B,M,褐頭鷦鶯,1,S,,F,I,C,6,5,0,0,0,N,2,0,,,,,,,,,47,50,,8.5,1,1,,,,,,,,,,,,,,,,,,,O,逃逸,,湖本合作社,
,2019/1/12,新鳥,1,柯佳雯,N,K42794,DG,B,M,褐頭鷦鶯,1,S,,U,,,6,0,0,2,1,N,1,0,,,,,,,,,48,49.5,49,8,1,1,,3,13.9,29.2,22,24,,,,,,,,,,,,,O,,,湖本合作社,
20180034,2018/4/1,回收,2,王李廉,R,K46049,Y,W,O,褐頭鷦鶯,1,S,,F,I,,6,0,0,0,1,N,1,0,,,,,,,,,48,49,62,8.3,1,4,,3,13,27.9,19.6,,,,,,,,,,,,,,M,,,關渡,
2017W142,2017/10/29,新鳥,6,林穆明,N,K46049,Y,W,O,褐頭鷦鶯,2,S,,U,,,3,0,0,1,3,S,1,2,,,,,,,,,48,49,,8,1,10,,,,,,,,,,,,,,,,,,,O,其他：中央尾羽再長，不測量,,關渡(冬),
20180101,2018/6/10,新鳥,5,蘇志盛,N,K46127,Y,Y,DG,褐頭鷦鶯,1,S,,F,I,C,6,5,1,0,1,N,2,0,,,,,,,,,45,47,,6.9,1,7,,3,12.7,26.9,20.1,,,,,,,,,,,,,,M,尾羽磨損不量,,關渡,
20180107,2018/6/10,新鳥,5,姚牧君,N,K46128,Y,Y,W,褐頭鷦鶯,2,S,,U,,,2,2,0,3,1,N,1,1,,,,,,,,,47,48,60,7.5,1,6,,3,12.9,27.6,22.6,,,,,,,,,,,,,,M,,,關渡,
20180192,2018/7/1,新鳥,9,沈妤蓮,N,K46171,Y,DB,R,褐頭鷦鶯,2,S,J,U,,,3,0,0,3,0,N,1,3,,,,,,,,,45,46,59,6,1,4,,3,13.4,28.8,21,,,,,,,,,,,,,,M,嘴厚：2.75mm,,關渡,
20180214,2018/8/5,新鳥,10,林冠伶,N,K46179,Y,M,M,褐頭鷦鶯,1,S,,F,I,,6,0,5,1,2,N,3,0,,,,,,,,,46,47,,8.5,1,6,,3,12.7,28.2,22.1,,,,,,,,,,,,,,M,尾羽換羽不量；嘴厚：2.9mm,,關渡,
20180225,2018/8/5,新鳥,11,林冠伶,N,K46188,Y,W,DG,褐頭鷦鶯,2,S,,F,I,,4,0,0,1,0,N,1,3,,,,,,,,,45,46,49,8,1,8,,3,10.9,21.8,21.1,,,,,,,,,,,,,,M,,,關渡,
20180230,2018/8/5,新鳥,11,周暉堡,N,K46192,Y,R,W,褐頭鷦鶯,2,S,,U,,,2,0,0,1,1,N,0,2,,,,,,,,,43,45,,7,1,6,,3,11.7,27.5,19.7,,,,,,,,,,,,,,M,尾羽換羽不量；嘴厚：2.8mm,,關渡,
20180251,2018/8/5,回收,8,梅允文,R,K46192,Y,R,W,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,1,11,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,物種名灰頭鷦鶯更改為褐頭鷦鶯
,2019/3/17,新鳥,1,葉玲瑤,N,K46221,Y,O,DG,褐頭鷦鶯,1,S,,F,I,,6,0,1,2,0,N,1,0,,,,,,,,,46,47,69,8,1,8,,3,12.1,27.5,21.4,221C,,,,,,,,,,,,,M,,,關渡,
,2019/3/17,新鳥,1,林冠伶,N,K46222,Y,R,DG,褐頭鷦鶯,1,S,,M,I,,6,0,0,1,1,N,2,0,,,,,,,,,48,49,69,8.6,1,8,,3,13.1,27.6,23,123B,,,,,,,,,,,,,M,,,關渡,
,2019/3/17,新鳥,1,林冠伶,N,K46223,Y,M,DG,褐頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,2,0,,,,,,,,,45,46,63,7,1,4,,3,13.2,27,21.1,123C,,,,,,,,,,,,,M,,,關渡,
,2019/3/17,回收,2,馮孟婕,R,K46225,Y,DG,DB,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
,2019/3/17,新鳥,1,林冠伶,N,K46225,Y,DG,DB,褐頭鷦鶯,1,S,,F,I,,6,0,0,3,3,N,2,0,,,,,,,,,46,47,,7.5,1,8,,3,14.2,27.5,20.3,123B,,,,,,,,,,,,,M,尾羽換羽,,關渡,
,2019/3/17,新鳥,1,林冠伶,N,K46226,Y,M,DG,褐頭鷦鶯,1,S,,M,I,,6,0,0,2,0,N,3,0,,,,,,,,,42,43,72,7.5,1,4,,3,13.2,27.4,22.4,123B,,,,,,,,,,,1,,M,血樣編號No.9,,關渡,
,2019/3/17,新鳥,1,馮孟婕,N,K46227,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,2,N,3,0,,,,,,,,,44,45,76,,3,6,,3,,,,,,,,,,,,,,,,,M,操作中逃逸,,關渡,
,2019/3/17,新鳥,2,沈妤蓮,N,K46229,Y,DB,DG,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,1,N,2,0,,,,,,,,,48,49,,8,1,7,,3,13.1,28.1,21.2,123A,,,,,,,,,,,,,M,尾羽換羽,,關渡,
,2019/3/17,新鳥,2,林冠伶,N,K46232,Y,R,DB,褐頭鷦鶯,1,S,,M,I,,6,0,0,1,0,N,1,0,,,,,,,,,49,50,70,8.5,1,7,,3,11.7,29,21.7,22C,,,,,,,,,,,,,M,,,關渡,
,2019/4/14,新鳥,3,林冠伶,N,K46239,Y,M,DB,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,1,N,2,0,,,,,,,,,47,48,65,8,1,8,,3,16.4,28,20.2,39,,,,,,,,,,,,,M,,,關渡,
,2019/4/14,新鳥,3,張智偉,N,K46244,DB,R,O,褐頭鷦鶯,1,S,,M,I,,6,0,0,0,0,N,1,0,,,,,,,,,47,48,66,7.5,1,4,,3,14.1,28.2,20.5,24,,,,,,,,,,,,,M,,,關渡,
,2019/4/14,新鳥,4,周暉堡,N,K46249,DB,R,R,褐頭鷦鶯,1,S,,F,I,,6,0,0,0,0,N,1,0,,,,,,,,,44,45,50,6.8,1,4,,3,13,27.6,20.6,39,,,,,,,,,,,,,M,,,關渡,
,2019/6/16,回收,8,王李廉,R,K46297,Y,W,R,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,3,,,,,,,,,,,,,,,,,M,當日回收,,關渡,
,2019/6/16,新鳥,8,姚牧君,N,K46297,Y,W,R,褐頭鷦鶯,2,S,,U,,,2,0,0,3,0,N,1,3,,,,,,,,,40,41,,6.7,1,6,,3,13,28,20,19B,,,,,,,,,,,,,M,尾羽生長中不量。皮孔前寬度:3.5mm,,關渡,
20180246,2018/8/5,新鳥,12,沈妤蓮,N,K46405,Y,DG,M,褐頭鷦鶯,1,S,,M,I,,6,0,5,1,2,N,3,0,,,,,,,,,45,46,58,8,1,3,,3,12.2,28.1,20.7,,,,,,,,,,,,,,M,嘴厚：2.7mm,,關渡,年齡2更改為1
20180250,2018/8/5,新鳥,13,林冠伶,N,K46409,Y,DB,O,褐頭鷦鶯,2,S,,U,,,2,0,0,0,1,N,1,3,,,,,,,,,42,44,57,6.5,1,7,,3,13.8,20.7,27.7,,,,,,,,,,,,,,M,嘴厚：2.6mm,,關渡,
